well_number,well_position,cycle_number,POOL_T80K_1,POOL_T80K_2,POOL_T80K_3,POOL_T80K_4,POOL_T80K_5,POOL_T80K_6,POOL_T80K_7,POOL_T80K_8,POOL_T80K_9,POOL_T80K_10,POOL_WT_1,Non-targeting,Untransduced_WT,Untransduced_T80K
80,G8,27,224054.11,243704.25,253315.86,251026.27,234443.47,226465.05,251620.36,233793.56,234401.23,228920.92,1376392.6,693040.94,1077248.8,#N/A
81,G9,27,231761.84,233352.23,228740.27,226587.86,246714.83,250923.64,231998.38,225837.25,224854.16,222976.22,596965.2,378144.78,1027856.9,#N/A
82,G10,27,229850.56,236479.94,236401.42,237623.58,269351.06,232279.2,235332.02,225805.4,240996.36,223720.3,823729.5,672673.8,760200.9,#N/A
83,G11,27,217661.22,227882.12,229188.33,227720.77,233317.27,227388.69,231317.47,231009.95,212522.16,216892.28,1224334.6,831301.3,1445242.2,#N/A
84,G12,27,246765.22,240674.31,236034.19,228221.77,227285.81,242790.31,250952.22,219820.2,222737.27,234325.88,961773.9,742206.1,838722.75,#N/A
85,H1,27,309340.25,323268.1,353279.97,321077.62,336014.03,320571.97,336266.34,322889.47,339091.1,292155.12,685310,1671279.9,650530.25,305050.78
86,H2,27,291238.75,287144.84,310822.6,296032.47,296203.84,284292.06,299210.3,288711,297897.06,276228.56,564842.56,1256401.9,813186.56,267964.6
87,H3,27,305358.9,281933.06,291224.38,304867.72,285925.28,286022.62,287968.22,285552.34,277290.1,311078.9,580488.9,1332121.1,1348981.4,272499.84
88,H4,27,264784.9,269870.16,266289.5,266197.47,267427.88,289284.38,285628.53,267289.78,992383.4,269725.12,1022699.7,952510.44,1445528.5,247700.23
89,H5,27,248669.95,248428.98,288458.5,251794.45,252529.55,250488.77,254779.81,239778.5,257747.22,255973.12,932499.5,849614.94,1050007.2,241077.81
90,H6,27,251223.67,255123.89,258413.12,355703.1,258680.11,262448.03,878488.94,264195.6,272669.75,270739.22,916129.6,865065.1,693652.4,#N/A
91,H7,27,233601.92,240683.16,244731.95,265314.5,248402.42,248674.31,242934.39,246593.86,248803.88,248674.88,252185.16,1859673.9,591964.94,#N/A
92,H8,27,256509.19,266020.47,267501.8,259098.3,258899.78,259138.27,260126.98,286915.16,259003.19,622013.8,259212.56,1301075.9,1155529.5,#N/A
93,H9,27,323818.75,248544.75,242619,244557.83,234092.83,237116.47,245252.66,234767.4,252254.28,240320.77,950607.56,1406629.2,1112688.1,#N/A
94,H10,27,272671.25,294064.1,260395.58,269437,262656.25,251753.69,259909.58,260380.95,260247.81,248914.06,571315.4,1203798.2,925078,#N/A
95,H11,27,240462.9,250343.22,242806.9,249555.66,250711.67,655172.06,251245.33,242494.25,243054.9,234266.95,318220.47,343977,903336.6,#N/A
96,H12,27,217334.34,246800.55,226135.61,228710.86,252959.75,241235.19,257609.88,254967.84,264902.3,230551.23,508533.22,761102.2,565156.25,#N/A
1,A1,28,336584.56,334197.75,356087.3,324913.3,337095.53,1182877.8,781455,323795.72,325140.25,282794.2,599167.25,1464751,924822.1,#N/A
2,A2,28,306635,323251.38,337120.94,324242.22,333972.03,304582.16,322160.3,295023.97,308420.6,285517.5,773395.5,1007924.25,327139.4,#N/A
3,A3,28,302948.53,323920.1,304878.84,300805.38,301488.56,315939.94,312584.44,289976.97,292378.88,272726.5,1462167.6,1933602,523765.12,#N/A
4,A4,28,287983.7,294313.25,292124.28,292909.38,290680.38,291092.03,298534.53,290877.94,286137.47,284327.3,1125332.9,1582926.6,1314104.5,#N/A
5,A5,28,270602.44,283520.47,273478.44,272095.5,277988,281067.62,285222.3,292137.47,267823.84,265644.12,763314.06,919660.1,911323,#N/A
6,A6,28,231645.27,245344.77,237517.58,231619.17,255513.36,243605.73,242051.55,235792.77,259182.67,258043.14,1717116,1031582.5,246135.62,#N/A
7,A7,28,247491.4,259262.62,257844.25,250104.11,258746.98,245781.11,271463.88,252125.64,257446.2,260632.94,1022801.8,1622349.9,1118182,#N/A
8,A8,28,262891,269907.2,273153.12,259652.67,266697.4,256765.17,269345.5,262678.4,270878.66,289400.94,1404963.1,509054.25,1383414.5,#N/A
9,A9,28,276949.28,273586.7,275553.66,268846.75,263267.75,294396.4,286822.56,291175.66,258951.78,266546.38,1439007.8,776560,274441.66,#N/A
10,A10,28,273659.5,309905.94,281222.22,290089.5,289830.44,278076.12,280528.12,276281.2,267466.72,295507.25,988492.56,277779.5,1475996,#N/A
11,A11,28,257305.48,269582.3,250305.4,274658.97,265028.38,253341.75,270578.34,243254.06,244655.95,345832.97,260058.92,1098277,548760.8,#N/A
12,A12,28,235844.52,257811.7,261649.86,240782.34,255103.75,251558.06,240327.08,237461.02,243966.22,234084.58,236048.25,265106.12,1189469.9,#N/A
13,B1,28,329285.47,328489.84,326827.2,347481.22,321047,325502.7,341932,312316.7,331311.38,307427.4,364535.25,815140.25,1486149.1,#N/A
14,B2,28,271288.78,287100.62,301388.47,305797.56,277146.72,310889.88,289210.7,289653.22,265787.47,255747.06,282744.6,986970.56,313526.66,#N/A
15,B3,28,271447.47,275871.4,284411,264607.34,268770.56,268160.84,266705.06,277987.5,266846.1,280234.84,964797.4,1336137.5,820144.44,#N/A
16,B4,28,257011.48,268834.2,257184.25,252049.81,255306.66,575942.6,848840.4,254655.73,252905.62,271929.03,1322252.9,267022.06,275942.56,#N/A
17,B5,28,237411.16,249028.55,280229.97,241294.66,243177.62,248156.19,244677.44,243005.97,260407.48,279300.75,1073604.5,621382.94,579869.7,#N/A
18,B6,28,255554.33,238313.69,249519.45,421067,252738.39,243676.4,258814.42,246787.81,246510.47,248083,945338.2,2234148.5,744148.2,#N/A
19,B7,28,240388.27,233207.6,244626.84,239169.28,246805.83,238325.8,210269.34,226891.11,240650.34,239396.72,1026184.1,236474.83,1751466.8,#N/A
20,B8,28,229509.62,238038.4,268511.38,246570.66,239971.25,248044.1,239249.11,323551.44,246754.62,244808.39,622585.56,1109275.6,1045139.56,#N/A
21,B9,28,230284.48,248919.36,242344.02,236083.89,239741.58,239015.23,236557.38,241135.77,236192.55,884573.75,497689.1,242681.55,1648903.6,#N/A
22,B10,28,245923.42,248660.67,242857.7,239437.81,252691.03,243234.75,243548.4,252889.83,236614.8,241784.97,841610,759425.3,1115258.8,#N/A
23,B11,28,239104.95,251246.69,478871.28,247825.84,247913.62,247357.05,249563.45,230836.73,232223.19,235310.53,344640.2,705948.9,1545585.6,#N/A
24,B12,28,250660.17,238193.86,246998.34,238666.61,240346.17,253426.94,237878.39,224870.11,238332.92,259860.31,652671.9,1428643.2,903316.25,#N/A
25,C1,28,325359.72,323019.75,349098.3,328910.78,346792.47,321720.22,332511.56,333180.28,370716.75,288805.84,460899.78,960697.1,1314062.8,323627.03
26,C2,28,233178.58,282194.84,284970.1,284183.4,285676.12,285976.6,288543.3,269877.94,247369.25,277592.66,301623.78,810636.75,448203.62,257623.9
27,C3,28,248194.83,252413.34,254191.92,264949.22,275799.1,257079.97,258822.77,251035.78,246866.14,272199.66,1503499.9,1148054,1469910.5,237807.6
28,C4,28,245936.47,246461.69,245815.72,240925.03,252226.88,1019884.56,258838.88,240805.55,233599.17,256065.03,1060632.1,939937.25,1014562.94,239131.88
29,C5,28,254147.89,244673.94,249211.28,238542.75,254444.55,242589.27,245708.39,231997.98,484767.94,259983.61,1335430.6,589300.7,487190.56,226508.95
30,C6,28,224091.73,233292.89,717174.94,226803.64,230578.75,270853.84,247260.31,224106.2,234969.64,249370.44,528746.06,232245.89,1233136.8,#N/A
31,C7,28,229196.77,237917.38,261412.16,231810.73,234402.47,231003.16,229431.42,224989.56,238659.1,229212.4,1782842.5,542618.44,1616714.5,#N/A
32,C8,28,241772.38,238437.56,229378.53,240897.53,235155.25,222947.9,260333.55,225036.28,223538.83,239375.14,1283736.9,1007128.7,1094170.6,#N/A
33,C9,28,210897.34,220510.19,219493.81,215970.62,214307.6,212603.03,239495.62,342079.2,210708.5,215757.89,620810.06,219413,1211893.5,#N/A
34,C10,28,313114.97,315143.25,316418.7,319814.2,336419.66,343345.28,307398.06,1074704,1269636,281322,849468.5,1102728.1,1421674.2,#N/A
35,C11,28,232261.88,247854.38,248155.1,231562.72,234695.92,238102.19,244524.56,228117.88,231544.06,233646.94,651431.2,567925.9,1464747.9,#N/A
36,C12,28,236284.44,227294.62,242330.98,235927.02,255884.52,238493.77,240432.36,225746.6,242590.3,235219.52,557626.2,873391.94,473758.84,#N/A
37,D1,28,333481.4,344334.75,337088.38,343748.2,352423.94,1026254.8,336356.5,316252.5,308475.1,302506.78,1025288.56,927738.3,825780.3,312204.22
38,D2,28,283110.72,293972.62,289080.62,300565.47,298838.97,294747.75,295293.16,283619.47,277288.88,306614.84,803770.56,1440725.1,512324.16,265643.47
39,D3,28,265088.5,259594.19,266335.6,256904.9,257658.4,258300.19,262907.7,264676,254058.44,235840.86,1885087.4,845458.94,1041299.2,230951.06
40,D4,28,247367.81,259209.48,262444.97,261050.28,278238.44,1257196.5,253473.42,240578.7,259752.5,259646.27,1172384.9,1611913,1088535.5,242134.2
41,D5,28,245174.69,239242.77,257729.05,257441.12,515320.56,238211.25,251637.5,235067.77,241777.88,239167.08,1402270.9,583535.9,1929450.5,219562.25
42,D6,28,242872.48,255436.97,246152.38,243672.69,247209.3,245450.97,250510.98,235799.02,239286.05,243562.33,1057776.5,957213.25,249098.52,#N/A
43,D7,28,282470.5,243664.17,233343.64,290764.78,250670.7,238953.4,239811.4,224735.97,236190.62,240656.56,2121951.8,355311.78,1354011,#N/A
44,D8,28,528615.4,225926.05,232322.55,222901.72,593271.1,227522.47,232358.56,260000.34,221279.1,240248.45,1203809.5,784438.06,1285006.1,#N/A
45,D9,28,211663.36,222175.98,232534.56,222117.64,231417.31,223072.55,218588.86,218424.4,213053.5,233967.86,523437.5,1023632.06,1643829.9,#N/A
46,D10,28,225048.05,234730.14,230855.28,232435.36,247681,236025.38,227866.52,221138.06,220272,529381.75,392054.75,773195.3,740195.6,#N/A
47,D11,28,285958.06,236483.28,232767.39,228122.81,238409.05,230724.67,225923.34,224147.55,227868.25,225838.78,350313.75,468709.94,2141899.5,#N/A
48,D12,28,280384.22,249911.8,243025.72,239258.69,238180.33,232793.6,262793.56,226411.12,230513.05,245177.12,1137577.1,1303076.5,631720.6,#N/A
49,E1,28,327883.5,347632.03,351240.84,341341.7,357141.28,334188,351988.78,331369.25,324039.22,973300.8,1865070.8,933101.6,1186075.2,321083.3
50,E2,28,313849.16,733377.94,686148.5,291278.03,286539.47,677584.44,290704.4,281580.47,274408.44,294418.62,750838.44,1626549.9,400565.75,265913.12
51,E3,28,281256.6,256973.73,273025.9,257551.12,257648.52,277287.53,257606.1,267255.12,246510.73,759852.44,1182211.2,1795490.5,884381.75,236335.73
52,E4,28,296417.6,288990.78,289763.78,288763.16,290833.9,297565.84,294326,294712.28,285093.4,309872.25,1464292.6,975731.9,2242703.8,254398.34
53,E5,28,296755.2,309978.06,323493,326642.44,321247.7,321428.12,315703.94,313599.66,307071.44,331574.25,310029,314201.66,2014864.8,283901.72
54,E6,28,235115.95,230095.81,236605.27,238847.75,261570.55,227319.08,242421.89,234048.5,930330.3,235900.75,973669,1265642.1,776507.5,#N/A
55,E7,28,228238.16,235749.58,243583.66,266284.72,232292.52,249598.03,243981.44,239302.6,234102.47,245737.44,322396.22,243900.27,1234246,#N/A
56,E8,28,236268.6,229251.8,234347.94,230590.23,226843.58,231339.14,244685.14,249067.88,222270.84,260182.94,226570.3,2171526.5,550967.25,#N/A
57,E9,28,1006452,224712.48,224167.25,215064.36,222955.5,224324.23,218531.53,211859.47,221283.56,210185.98,1189755.5,1176700.6,655940.06,#N/A
58,E10,28,243811.19,238552.1,237565.17,235807.05,254683.53,234886.27,233783.08,227170.73,251406.92,235775.69,232284.33,930566.2,642711,#N/A
59,E11,28,230977.17,517544.25,239109.23,253067.3,238540.12,237829.02,239366.42,216573.12,246424.56,244768.47,231815.52,1210567.2,1122963.6,#N/A
60,E12,28,219875.05,247765.66,235163.14,330675.62,279015.66,241013.47,233651.56,225456.66,219011.14,221518.88,759706.94,914400.1,857823.94,#N/A
61,F1,28,327793.3,341780.72,583113.25,332049.66,364102.44,347031.9,361306.97,332004.62,315706.78,324036.1,868581.3,2783844,1392588.6,322766.97
62,F2,28,287824.62,292807.38,301031.22,303225.94,303444.16,294838.94,1037787.25,277212.5,280082.7,321896.84,1293316.6,1020589.56,703248.44,269137.5
63,F3,28,254004.64,257634.92,274558.1,265572.12,260091.2,256483.81,626288.44,589927.25,254327.97,263101.06,267153.75,1527666.2,1314370.5,239086.11
64,F4,28,261803.5,282897.4,272396.75,272646.66,279450.88,259973.14,955229.4,253763.14,836941.25,273840.8,283224.38,1727222.6,1449174.6,256888.3
65,F5,28,218812.2,231372.03,233970.08,221929.28,226826.7,247550.55,227269.28,215819,227375.9,224980.64,1465697.9,538851.2,993203.06,208809.89
66,F6,28,250848.95,235223.9,239371.6,238238.33,236380.8,240470.48,237559.58,229273.88,229508.47,245675,835119.6,1699488.1,748266.25,#N/A
67,F7,28,225264.4,233310.03,240496.03,229113.19,229740.48,244810.98,240548.45,240219.5,231266.58,230585.1,1521161.6,495040.75,1603659.8,#N/A
68,F8,28,222102.1,251818.66,240232.89,252178.5,234415.47,232240.34,244773.88,214921.78,243868.3,221001.28,922466.4,620650.06,927360.06,#N/A
69,F9,28,219784.75,256595.23,1433821.9,226521.31,253775.27,242905.05,229128.25,222540.47,226392.95,229444.03,552497.56,725361.25,623437.5,#N/A
70,F10,28,393612.47,260447.78,236896.06,231550.06,223046.95,234912.9,786849.4,209921.38,221339.11,218481.64,839435.25,896585.25,1306850.2,#N/A
71,F11,28,194295.86,235842.88,235626.25,214436.7,240595.83,223243.1,222852.56,212649.58,222255.17,219175.97,1230829.9,583283.25,330323.5,#N/A
72,F12,28,244188.83,241726.1,230250.25,219961.5,225107.44,230101.61,224895.78,218038.23,217105.88,245144.78,556093.3,1038017.56,579241.2,#N/A
73,G1,28,309136.66,321246.25,303917.22,296997.34,329941.2,313024.66,382155.53,327747.2,301009.62,319983.1,792382.2,1851976.2,716422.2,313675.84
74,G2,28,272507.62,281925.5,307637.78,283551,297661.25,315404.8,292299.34,278814.4,294271.16,278603.12,823110.6,1422466,1081258.5,269675.53
75,G3,28,260072.25,266323.16,302805.1,278831.62,540324.6,282129.47,283170.53,266541.97,267103.9,268255.66,973145.75,1086857.6,2507228,249216.38
76,G4,28,247216.31,250493.94,260393.36,262193.7,268722.44,268966.78,254846.92,261395.47,257883.12,319657,958576.4,735400,1512681.4,236149.78
77,G5,28,248150.08,241404.89,253150.44,255688.83,251522.69,245063.72,255509.61,238431.66,251033.55,233546.77,649480.7,1039250.25,1344015.5,223039.69
78,G6,28,808471.3,241351.17,243854.6,237881.86,256356.6,246284.56,229472.02,224774.81,244784.56,238857.48,981796.56,1178096.6,1485820.1,#N/A
79,G7,28,224255.17,223158.75,218463.88,215419.62,219292.25,214196.73,259082.52,209959.8,222969.11,244464,214577.73,1358285.8,1082075,#N/A
80,G8,28,224337.31,243635.7,254240.16,251913.42,234559.31,227925.61,253048.94,234143.61,235164.45,228950.36,1437710.9,718495.25,1121364.4,#N/A
81,G9,28,232133.7,233464.2,229026.38,226913.2,248128.58,252823.23,231910.47,226238.2,225458.5,223421.42,617039.4,385955.22,1072070.8,#N/A
82,G10,28,230418.33,236398.56,236429.67,237415.67,271738.34,232717.64,236388.2,226338.64,242310.81,224304.05,857558.2,696667.7,789037.94,#N/A
83,G11,28,217218.56,227777.56,229411.3,228090.84,233469.36,228099.67,232088.06,231663.22,212518.98,217200.22,1277900.9,863413.5,1505229.6,#N/A
84,G12,28,248392.55,240649.3,235523.94,228304.75,227404.1,243677.55,251776.28,219890.88,222898.95,234539.83,1000663.4,767977.4,869672.6,#N/A
85,H1,28,309113.7,322767.75,355373.62,320821.03,333887.72,321157.44,336961.12,324512.2,340903,292485.03,706574.8,1744950,669760.5,305083
86,H2,28,292136.34,287141.66,311045.84,296743.66,295862.4,284115.3,299537.84,289744.88,299188.06,276907.06,582369.6,1312617.5,844531.9,268465.44
87,H3,28,306929.5,281664.94,291509.62,306692.2,286198.75,286618.44,288733.28,286578.94,277955.25,313907.47,598258.7,1390954.8,1408949.5,273214.44
88,H4,28,264969.3,270226.53,266122.5,266840.44,268151.78,290727.4,286015.34,267378.8,1034014.1,269907.3,1066255,989554.1,1500784.9,248179.12
89,H5,28,248579.69,248553.1,290450.34,252137.27,253462.52,250366.12,255500.14,240971.77,258667.66,256407.23,971458,884169.44,1095548.4,241162.83
90,H6,28,251997.67,255161.42,258721.84,361507.75,259335.56,262955.94,913449.7,266651.53,273693.94,271544.06,951124.7,899432.8,719807.5,#N/A
91,H7,28,233573.98,240993.95,244884.1,267051.66,249522.12,249272.62,243351.38,247500.53,249918.23,249355.11,253369.56,1942165.6,611429.25,#N/A
92,H8,28,256577.3,266405.3,267797.62,259879.25,259057.02,258922.98,260096.4,289155.84,260042.31,637247.3,259880.89,1358639.9,1205183.2,#N/A
93,H9,28,324018.53,249640.17,242844.08,245186.08,234871.38,237437.28,246128.48,235666.89,253324.25,240852.44,987645.4,1468493,1162145.6,#N/A
94,H10,28,274291.34,296199.16,260397.7,270657.25,262966.25,251558.75,260208.42,261241.34,260776.62,248807.95,588458.6,1253932.8,961851.75,#N/A
95,H11,28,241065,250969.19,243291.44,250610.69,251550.06,677944.8,251332.31,243268,243478.81,234468.22,321894.6,349060.3,938926.9,#N/A
96,H12,28,216692.31,247453.75,226347.17,228911.14,253460.75,241292.78,259101.64,255879.7,266912.38,231020.27,523504.5,788036.1,583604.25,#N/A
1,A1,29,337942.06,333746.66,354956.56,324857.2,333331.03,1223136,806789.94,326594.75,325427,283396,615527.9,1527985.9,955294.5,#N/A
2,A2,29,308132.75,323154.22,337584.94,325924.06,334960.22,305004.03,323582.94,295128.34,308387.88,286592.28,798797.7,1047007.4,326895.8,#N/A
3,A3,29,303868.97,323905.34,304768.2,301374.88,301583.7,316920.28,313410.62,290493.78,292206.38,273565.78,1524042.6,2019247.1,534140.75,#N/A
4,A4,29,288655.6,294360.94,292410.12,293812.75,290682.5,291302.2,299066.4,291095.3,285905.8,286136.7,1170729.1,1652410.4,1368943.2,#N/A
5,A5,29,271635.06,283229.34,273222.22,273188.06,278177,281845.03,285045.16,292818.28,268553.38,266526.53,790691.6,956444.9,947240.6,#N/A
6,A6,29,232695.55,245676.75,237839.16,233702.86,257488.5,244121.95,242225.47,236967.83,259978.53,259669.47,1795212.2,1069765.9,245811.95,#N/A
7,A7,29,247888.17,260052.2,258075.48,250663.1,259566.77,246491.53,272053.88,252227.95,257611.6,260497.62,1066280.2,1696342.1,1165391.2,#N/A
8,A8,29,262533.72,270355.28,273573.25,260558.28,268058.16,256764.36,269495.53,262657,271660.06,291447.16,1466616,521594.03,1443138.5,#N/A
9,A9,29,277668.3,274378.44,275844.6,270057.28,264614.2,295900.78,288412.66,293167.1,258595.58,267374.25,1499397.8,802561.9,274403.9,#N/A
10,A10,29,274263.06,310315.28,281334.47,290715.66,291204.8,278554,280969.44,276976.66,267313.03,297125.62,1025513.6,278054.56,1539485.4,#N/A
11,A11,29,257779.23,269360.47,250184.44,276361.12,265675.78,252460.11,271713.47,243329.12,244606.42,351712.22,259990.48,1141026.1,563907.9,#N/A
12,A12,29,236154.52,256945,260943.16,241218.23,252621.25,251833.55,241166.62,238682.27,243767.84,234038.14,237336.03,265348,1236761.2,#N/A
13,B1,29,330184.66,328787.3,327530.9,349979.28,321927.03,325665.3,342453.2,313785.6,332665.06,310241.12,367122.25,842706.8,1542330.2,#N/A
14,B2,29,271523.03,287007.22,303579.28,307284.25,277043.34,312301.75,289777.47,291497.47,265775.1,257437.2,282766.9,1026095.94,314785.88,#N/A
15,B3,29,271921.16,275723.1,284827.72,264784.56,268615.34,268251.5,266614.6,279829.25,267348.06,280505.62,1002747.4,1394999.5,850204.6,#N/A
16,B4,29,257668.4,269169.66,257106.58,252125.53,255323.47,592794.4,880310.06,255953.88,252852.6,273448,1378992.2,266934.47,277532.94,#N/A
17,B5,29,237317.89,249254.48,281845.06,241227.42,243273.36,248507.16,244460.36,242824.28,260467.72,282554.3,1118532.9,642215.75,598033.5,#N/A
18,B6,29,256444.89,239213.16,249876.9,431046.12,252805.38,244686.23,259928.08,247764,247353.52,248580.55,983814.6,2305626.5,770669.4,#N/A
19,B7,29,241488.86,233142.47,245549.92,239592.75,248283.08,238880.58,211049.62,226971.97,240943.14,240581.12,1066850,236178.62,1817737.1,#N/A
20,B8,29,230249.64,238869.12,270034.1,247105.5,239733.78,247962.69,239131.94,330247.72,247499.45,245571.53,643275.06,1156304,1089049.5,#N/A
21,B9,29,230213.1,249119.08,242861.02,236545.1,239964.84,239449.45,236448.69,242299.4,236311.6,920792.3,511790.7,243148.3,1720484.2,#N/A
22,B10,29,246053.73,249611.33,243168.44,239126.58,253280.53,243204.19,244239.45,254437.95,237485.86,242350.06,874144.5,787588.8,1160667.6,#N/A
23,B11,29,238660.02,251390.42,491099.28,248399.34,248995.92,248446.14,250216.42,231654.16,232715.03,235224.14,350049.62,730084.2,1612849.5,#N/A
24,B12,29,251941.47,238786.39,247984.75,238962.19,240966.12,254281.28,238824.56,225511.08,238586.58,261591.75,670214.7,1489025.9,936713.75,#N/A
25,C1,29,326185.38,321909.8,351868.03,328710.28,347036.47,321506.1,332885.06,335392.3,374529.56,289573.1,469018.47,996418.25,1369477.5,324585.88
